id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
99, 7.13, 32.63, 10.14, 4.05, 0.000, 0.000, 0.000, 12:40:14.534
100, 14.65, -9.14, 5.81, -8.24, 0.000, 0.000, 0.000, 12:40:14.534
101, 3.51, 7.04, 8.71, 17.97, 0.000, 0.000, 0.000, 12:40:14.536
102, 3.60, 39.95, 8.95, 13.97, 0.000, 0.000, 0.000, 12:40:14.536
103, 18.68, 0.86, 7.20, -16.68, 0.000, 0.000, 0.000, 12:40:14.550
104, 10.40, -8.45, 2.70, 5.72, 0.000, 0.000, 0.000, 12:40:14.550
105, 1.22, 37.32, 5.98, 23.36, 0.000, 0.000, 0.000, 12:40:14.564
106, 11.87, 16.02, 7.92, -8.83, 0.000, 0.000, 0.000, 12:40:14.564
107, 11.75, -15.49, 4.90, -3.66, 0.000, 0.000, 0.000, 12:40:14.566
108, 3.26, 22.04, 10.52, 26.21, 0.000, 0.000, 0.000, 12:40:14.566
109, 8.13, 35.03, 10.66, 2.69, 0.000, 0.000, 0.000, 12:40:14.580
110, 13.00, -9.23, 2.08, -10.52, 0.000, 0.000, 0.000, 12:40:14.580
111, 6.33, 9.54, 9.23, 21.47, 0.000, 0.000, 0.000, 12:40:14.594
112, 5.21, 41.69, 6.69, 18.78, 0.000, 0.000, 0.000, 12:40:14.594
113, 15.32, 4.75, 6.59, -14.20, 0.000, 0.000, 0.000, 12:40:14.595
114, 4.39, -6.48, 9.66, 8.17, 0.000, 0.000, 0.000, 12:40:14.595
115, 5.85, 37.52, 8.49, 24.83, 0.000, 0.000, 0.000, 12:40:14.610
116, 8.44, 15.35, 6.65, -13.72, 0.000, 0.000, 0.000, 12:40:14.610
117, 14.30, -12.89, 9.39, -8.25, 0.000, 0.000, 0.000, 12:40:14.624
118, 1.22, 26.46, 10.56, 25.73, 0.000, 0.000, 0.000, 12:40:14.624
119, 9.81, 35.75, 5.37, 1.27, 0.000, 0.000, 0.000, 12:40:14.626
120, 10.70, -12.47, 7.64, -11.13, 0.000, 0.000, 0.000, 12:40:14.626
121, 2.19, 13.31, 8.07, 18.09, 0.000, 0.000, 0.000, 12:40:14.640
122, 1.45, 41.05, 5.25, 13.79, 0.000, 0.000, 0.000, 12:40:14.640
123, 13.20, 0.99, 12.40, -11.89, 0.000, 0.000, 0.000, 12:40:14.654
124, 10.87, -6.08, 12.21, 8.95, 0.000, 0.000, 0.000, 12:40:14.654
125, 0.59, 37.63, 8.10, 24.05, 0.000, 0.000, 0.000, 12:40:14.655
126, 13.19, 16.10, 6.97, -10.25, 0.000, 0.000, 0.000, 12:40:14.655
127, 16.67, -13.74, 8.66, -5.15, 0.000, 0.000, 0.000, 12:40:14.670
128, -2.07, 22.10, 9.95, 27.26, 0.000, 0.000, 0.000, 12:40:14.670
129, 9.82, 38.31, 10.54, 2.03, 0.000, 0.000, 0.000, 12:40:14.684
130, 13.20, -9.75, 8.01, -10.91, 0.000, 0.000, 0.000, 12:40:14.684
131, -0.04, 7.17, 9.21, 21.50, 0.000, 0.000, 0.000, 12:40:14.685
132, 1.26, 39.62, 8.37, 17.39, 0.000, 0.000, 0.000, 12:40:14.686
133, 11.65, -2.88, 8.65, -13.49, 0.000, 0.000, 0.000, 12:40:14.700
134, 3.02, -9.72, 8.13, 8.38, 0.000, 0.000, 0.000, 12:40:14.700
135, 4.14, 39.60, 5.76, 26.27, 0.000, 0.000, 0.000, 12:40:14.714
136, 12.43, 19.03, 5.19, -6.47, 0.000, 0.000, 0.000, 12:40:14.714
137, 13.98, -22.26, 1.15, -0.27, 0.000, 0.000, 0.000, 12:40:14.716
138, 3.90, 24.69, 12.24, 28.26, 0.000, 0.000, 0.000, 12:40:14.716
139, 6.19, 36.07, 8.55, 2.35, 0.000, 0.000, 0.000, 12:40:14.730
140, 12.90, -11.96, 6.09, -11.24, 0.000, 0.000, 0.000, 12:40:14.730
141, 4.13, 11.75, 7.26, 23.92, 0.000, 0.000, 0.000, 12:40:14.744
142, 1.29, 41.43, 9.07, 16.18, 0.000, 0.000, 0.000, 12:40:14.744
143, 12.19, 1.36, 7.59, -11.68, 0.000, 0.000, 0.000, 12:40:14.746
144, 7.19, -5.39, 9.18, 7.74, 0.000, 0.000, 0.000, 12:40:14.746
145, 4.22, 37.38, 7.00, 23.88, 0.000, 0.000, 0.000, 12:40:14.760
146, 7.13, 18.30, 5.67, -11.52, 0.000, 0.000, 0.000, 12:40:14.760
147, 11.95, -16.16, 4.84, -4.38, 0.000, 0.000, 0.000, 12:40:14.789
148, 3.55, 23.38, 10.39, 30.68, 0.000, 0.000, 0.000, 12:40:14.789
149, 5.11, 35.09, 7.92, 2.14, 0.000, 0.000, 0.000, 12:40:14.790
150, 12.80, -9.51, 3.28, -12.58, 0.000, 0.000, 0.000, 12:40:14.790
151, 6.23, 11.06, 7.37, 19.91, 0.000, 0.000, 0.000, 12:40:14.791
152, 5.29, 41.99, 12.14, 16.86, 0.000, 0.000, 0.000, 12:40:14.791
153, 13.42, 3.80, 4.71, -16.77, 0.000, 0.000, 0.000, 12:40:14.804
154, 7.71, -6.51, 6.80, 10.92, 0.000, 0.000, 0.000, 12:40:14.804
155, 1.60, 36.63, 9.00, 24.31, 0.000, 0.000, 0.000, 12:40:14.806
156, 8.29, 17.00, 3.59, -10.96, 0.000, 0.000, 0.000, 12:40:14.806
157, 10.24, -16.03, 4.87, -1.28, 0.000, 0.000, 0.000, 12:40:14.820
158, -0.94, 26.04, 10.16, 23.20, 0.000, 0.000, 0.000, 12:40:14.820
159, 11.17, 36.95, 12.47, -0.46, 0.000, 0.000, 0.000, 12:40:14.834
160, 18.13, -12.00, 7.64, -10.46, 0.000, 0.000, 0.000, 12:40:14.834
161, 1.95, 8.24, 9.61, 16.49, 0.000, 0.000, 0.000, 12:40:14.836
162, 4.69, 42.03, 9.52, 17.48, 0.000, 0.000, 0.000, 12:40:14.836
163, 11.74, -0.99, 9.09, -10.48, 0.000, 0.000, 0.000, 12:40:14.850
164, 6.03, -5.72, 9.43, 10.88, 0.000, 0.000, 0.000, 12:40:14.850
165, 5.11, 38.22, 8.87, 26.24, 0.000, 0.000, 0.000, 12:40:14.864
166, 13.92, 13.99, 9.08, -9.21, 0.000, 0.000, 0.000, 12:40:14.864
167, 14.57, -18.09, 8.06, -5.60, 0.000, 0.000, 0.000, 12:40:14.866
168, -1.14, 26.79, 7.58, 25.19, 0.000, 0.000, 0.000, 12:40:14.866
169, 4.39, 31.91, 8.10, 2.84, 0.000, 0.000, 0.000, 12:40:14.880
170, 10.81, -15.02, 4.80, -9.60, 0.000, 0.000, 0.000, 12:40:14.880
171, 10.99, 10.28, 7.70, 21.07, 0.000, 0.000, 0.000, 12:40:14.894
172, 4.59, 39.22, 10.33, 17.47, 0.000, 0.000, 0.000, 12:40:14.894
173, 10.65, -2.10, 1.82, -9.12, 0.000, 0.000, 0.000, 12:40:14.895
174, 7.20, -11.58, 8.75, 7.96, 0.000, 0.000, 0.000, 12:40:14.895
175, 0.43, 37.33, 13.00, 25.90, 0.000, 0.000, 0.000, 12:40:14.910
176, 9.96, 18.42, 7.73, -8.84, 0.000, 0.000, 0.000, 12:40:14.910
177, 13.88, -13.72, 7.02, -2.19, 0.000, 0.000, 0.000, 12:40:14.924
178, 3.75, 27.64, 10.24, 28.86, 0.000, 0.000, 0.000, 12:40:14.924
179, 8.67, 35.69, 12.61, 1.73, 0.000, 0.000, 0.000, 12:40:14.926
180, 8.86, -15.35, 4.60, -12.32, 0.000, 0.000, 0.000, 12:40:14.926
181, 3.43, 10.91, 5.88, 23.80, 0.000, 0.000, 0.000, 12:40:14.940
182, -1.26, 40.19, 5.20, 12.53, 0.000, 0.000, 0.000, 12:40:14.940
183, 14.33, -0.39, 4.62, -12.38, 0.000, 0.000, 0.000, 12:40:14.954
184, 12.79, -8.27, 7.45, 9.64, 0.000, 0.000, 0.000, 12:40:14.954
185, 5.57, 41.70, 11.17, 25.07, 0.000, 0.000, 0.000, 12:40:14.955
186, 11.06, 20.92, 9.08, -7.22, 0.000, 0.000, 0.000, 12:40:14.955
187, 9.14, -13.44, 10.35, -2.20, 0.000, 0.000, 0.000, 12:40:14.970
188, 2.83, 24.56, 12.40, 25.29, 0.000, 0.000, 0.000, 12:40:14.970
189, 6.68, 33.84, 11.04, 3.63, 0.000, 0.000, 0.000, 12:40:14.984
190, 14.26, -14.30, 11.32, -11.56, 0.000, 0.000, 0.000, 12:40:14.984
191, 5.09, 9.26, 7.65, 22.65, 0.000, 0.000, 0.000, 12:40:14.986
192, 3.29, 41.70, 7.98, 13.21, 0.000, 0.000, 0.000, 12:40:14.986
193, 13.87, 1.51, 6.45, -9.52, 0.000, 0.000, 0.000, 12:40:15.000
194, 7.08, -10.03, 5.33, 11.39, 0.000, 0.000, 0.000, 12:40:15.000
195, 2.71, 42.62, 8.55, 22.60, 0.000, 0.000, 0.000, 12:40:15.014
196, 11.46, 18.72, 9.22, -7.17, 0.000, 0.000, 0.000, 12:40:15.014
197, 10.54, -15.84, 2.83, -2.54, 0.000, 0.000, 0.000, 12:40:15.016
198, 1.16, 25.39, 8.55, 22.38, 0.000, 0.000, 0.000, 12:40:15.016
199, 7.13, 36.34, 10.84, 0.83, 0.000, 0.000, 0.000, 12:40:15.029
200, 10.04, -12.34, 7.04, -13.17, 0.000, 0.000, 0.000, 12:40:15.029
0, 0.69, 13.62, 12.94, 18.20, 0.000, 0.000, 0.000, 12:40:15.031
1, 4.36, 44.41, 11.32, 11.41, 0.000, 0.000, 0.000, 12:40:15.045
2, 11.12, -2.71, 4.63, -14.63, 0.000, 0.000, 0.000, 12:40:15.045
3, 6.89, -10.94, 8.57, 11.92, 0.000, 0.000, 0.000, 12:40:15.059
4, -0.34, 41.14, 11.09, 26.73, 0.000, 0.000, 0.000, 12:40:15.059
5, 11.54, 14.52, 5.68, -6.55, 0.000, 0.000, 0.000, 12:40:15.061
6, 9.38, -18.89, 5.30, -4.58, 0.000, 0.000, 0.000, 12:40:15.061
7, 1.15, 23.80, 10.10, 24.85, 0.000, 0.000, 0.000, 12:40:15.075
8, 1.13, 29.47, 9.12, 1.80, 0.000, 0.000, 0.000, 12:40:15.075
9, 15.98, -15.84, 3.61, -10.94, 0.000, 0.000, 0.000, 12:40:15.089
10, 3.22, 7.27, 6.42, 17.01, 0.000, 0.000, 0.000, 12:40:15.089
11, 4.18, 41.62, 8.47, 14.55, 0.000, 0.000, 0.000, 12:40:15.091
12, 15.79, 0.26, 7.97, -11.29, 0.000, 0.000, 0.000, 12:40:15.091
13, 11.43, -4.92, 6.99, 6.24, 0.000, 0.000, 0.000, 12:40:15.105
14, -0.10, 37.11, 10.73, 24.14, 0.000, 0.000, 0.000, 12:40:15.105
15, 13.65, 20.37, 7.67, -8.59, 0.000, 0.000, 0.000, 12:40:15.119
16, 11.24, -11.86, 7.52, -4.26, 0.000, 0.000, 0.000, 12:40:15.119
17, -2.53, 23.21, 8.71, 25.57, 0.000, 0.000, 0.000, 12:40:15.121
18, 5.33, 29.91, 7.67, -3.53, 0.000, 0.000, 0.000, 12:40:15.121
19, 11.66, -12.45, 9.11, -10.08, 0.000, 0.000, 0.000, 12:40:15.135
20, -0.69, 7.57, 4.60, 22.86, 0.000, 0.000, 0.000, 12:40:15.135
21, -0.70, 41.49, 10.75, 13.69, 0.000, 0.000, 0.000, 12:40:15.149
22, 14.91, 1.56, 9.22, -13.84, 0.000, 0.000, 0.000, 12:40:15.149
23, 9.19, -1.61, 9.56, 9.28, 0.000, 0.000, 0.000, 12:40:15.151
24, 0.17, 37.49, 6.18, 21.91, 0.000, 0.000, 0.000, 12:40:15.151
25, 10.14, 14.45, 8.07, -9.72, 0.000, 0.000, 0.000, 12:40:15.165
26, 8.91, -16.32, 0.10, 1.35, 0.000, 0.000, 0.000, 12:40:15.165
27, 0.76, 24.72, 10.12, 28.74, 0.000, 0.000, 0.000, 12:40:15.179
28, 10.60, 27.56, 7.44, 2.32, 0.000, 0.000, 0.000, 12:40:15.179
29, 13.76, -15.52, 9.99, -6.38, 0.000, 0.000, 0.000, 12:40:15.180
30, 2.59, 9.35, 8.65, 24.77, 0.000, 0.000, 0.000, 12:40:15.180
31, 3.06, 43.59, 11.22, 9.84, 0.000, 0.000, 0.000, 12:40:15.195
32, 12.96, -0.10, 7.43, -11.15, 0.000, 0.000, 0.000, 12:40:15.195
33, 6.03, -5.35, 10.38, 12.38, 0.000, 0.000, 0.000, 12:40:15.209
34, 0.97, 39.85, 8.89, 25.56, 0.000, 0.000, 0.000, 12:40:15.209
35, 13.18, 15.05, 9.29, -7.17, 0.000, 0.000, 0.000, 12:40:15.210
36, 10.73, -14.66, 3.51, -4.78, 0.000, 0.000, 0.000, 12:40:15.210
37, 5.18, 29.39, 8.82, 25.99, 0.000, 0.000, 0.000, 12:40:15.225
38, 6.40, 27.94, 9.68, -0.45, 0.000, 0.000, 0.000, 12:40:15.225
39, 16.15, -10.85, 7.90, -8.61, 0.000, 0.000, 0.000, 12:40:15.254
40, 4.87, 6.42, 7.18, 20.02, 0.000, 0.000, 0.000, 12:40:15.254
41, 4.14, 38.88, 10.83, 12.06, 0.000, 0.000, 0.000, 12:40:15.255
42, 9.86, -3.15, 5.22, -12.09, 0.000, 0.000, 0.000, 12:40:15.255
43, 10.01, -8.39, 9.23, 5.51, 0.000, 0.000, 0.000, 12:40:15.256
44, 1.29, 37.39, 9.48, 19.28, 0.000, 0.000, 0.000, 12:40:15.256
45, 13.30, 18.07, 5.91, -10.54, 0.000, 0.000, 0.000, 12:40:15.269
46, 11.33, -12.31, 3.18, -2.79, 0.000, 0.000, 0.000, 12:40:15.269
47, 1.67, 26.05, 15.71, 28.02, 0.000, 0.000, 0.000, 12:40:15.271
48, 4.73, 33.33, 8.48, 5.72, 0.000, 0.000, 0.000, 12:40:15.271
49, 14.38, -12.43, 8.32, -10.60, 0.000, 0.000, 0.000, 12:40:15.285
50, 5.25, 4.46, 12.14, 20.59, 0.000, 0.000, 0.000, 12:40:15.285
51, 5.53, 39.38, 13.58, 13.44, 0.000, 0.000, 0.000, 12:40:15.299
52, 17.96, -1.07, 8.79, -15.22, 0.000, 0.000, 0.000, 12:40:15.299
53, 6.40, -3.57, 8.02, 8.47, 0.000, 0.000, 0.000, 12:40:15.301
54, 1.10, 38.12, 12.88, 27.68, 0.000, 0.000, 0.000, 12:40:15.301
55, 14.67, 17.21, 9.41, -9.30, 0.000, 0.000, 0.000, 12:40:15.315
56, 8.33, -18.77, 6.29, -1.53, 0.000, 0.000, 0.000, 12:40:15.315
57, 2.98, 28.61, 6.72, 25.87, 0.000, 0.000, 0.000, 12:40:15.329
58, 8.01, 32.92, 8.53, 4.85, 0.000, 0.000, 0.000, 12:40:15.329
59, 10.99, -13.96, 3.94, -10.26, 0.000, 0.000, 0.000, 12:40:15.331
60, 4.00, 5.46, 8.66, 23.49, 0.000, 0.000, 0.000, 12:40:15.331
61, 8.89, 39.88, 13.00, 17.02, 0.000, 0.000, 0.000, 12:40:15.345
62, 10.15, -0.71, 3.70, -15.29, 0.000, 0.000, 0.000, 12:40:15.345
63, 9.88, -2.81, 8.36, 10.14, 0.000, 0.000, 0.000, 12:40:15.359
64, 3.65, 38.23, 14.03, 26.52, 0.000, 0.000, 0.000, 12:40:15.359
65, 11.64, 16.64, 7.11, -4.82, 0.000, 0.000, 0.000, 12:40:15.361
66, 11.07, -16.25, 6.01, -3.98, 0.000, 0.000, 0.000, 12:40:15.361
67, 4.86, 28.62, 11.77, 27.07, 0.000, 0.000, 0.000, 12:40:15.375
68, 3.14, 30.57, 10.46, -1.17, 0.000, 0.000, 0.000, 12:40:15.375
69, 11.59, -14.90, 4.73, -11.01, 0.000, 0.000, 0.000, 12:40:15.389
70, 1.70, 9.80, 8.96, 19.42, 0.000, 0.000, 0.000, 12:40:15.389
71, 3.51, 41.55, 10.34, 9.88, 0.000, 0.000, 0.000, 12:40:15.391
72, 11.12, -2.16, 4.72, -12.47, 0.000, 0.000, 0.000, 12:40:15.391
73, 8.30, -2.48, 4.40, 8.04, 0.000, 0.000, 0.000, 12:40:15.405
74, -4.62, 35.37, 18.13, 22.27, 0.000, 0.000, 0.000, 12:40:15.405
75, 12.00, 16.51, 5.08, -10.75, 0.000, 0.000, 0.000, 12:40:15.419
76, 13.43, -15.19, 9.76, -2.93, 0.000, 0.000, 0.000, 12:40:15.419
77, 1.28, 26.85, 10.51, 27.44, 0.000, 0.000, 0.000, 12:40:15.421
78, 6.60, 35.31, 6.75, 1.55, 0.000, 0.000, 0.000, 12:40:15.421
79, 16.92, -12.69, 7.05, -11.91, 0.000, 0.000, 0.000, 12:40:15.435
80, 4.52, 7.84, 7.14, 20.06, 0.000, 0.000, 0.000, 12:40:15.435
81, 7.40, 42.13, 5.09, 17.22, 0.000, 0.000, 0.000, 12:40:15.449
82, 15.82, -0.49, 9.21, -10.52, 0.000, 0.000, 0.000, 12:40:15.449
83, 8.65, -4.37, 5.33, 10.40, 0.000, 0.000, 0.000, 12:40:15.451
84, 0.92, 37.84, 9.29, 25.48, 0.000, 0.000, 0.000, 12:40:15.451
85, 11.59, 14.22, 9.10, -5.49, 0.000, 0.000, 0.000, 12:40:15.465
86, 9.71, -19.10, 8.51, -3.86, 0.000, 0.000, 0.000, 12:40:15.465
87, 1.27, 26.08, 10.01, 27.27, 0.000, 0.000, 0.000, 12:40:15.479
88, 9.68, 32.63, 14.16, 0.19, 0.000, 0.000, 0.000, 12:40:15.479
89, 11.12, -11.84, 10.27, -6.78, 0.000, 0.000, 0.000, 12:40:15.480
90, 2.78, 11.36, 9.41, 21.23, 0.000, 0.000, 0.000, 12:40:15.480
91, 6.87, 38.72, 13.84, 14.15, 0.000, 0.000, 0.000, 12:40:15.495
92, 12.94, -5.39, 6.59, -12.17, 0.000, 0.000, 0.000, 12:40:15.495
93, 7.47, -9.88, 15.26, 13.62, 0.000, 0.000, 0.000, 12:40:15.509
94, 1.35, 38.22, 6.12, 25.58, 0.000, 0.000, 0.000, 12:40:15.509
95, 8.37, 15.33, 6.12, -9.26, 0.000, 0.000, 0.000, 12:40:15.510
96, 11.85, -13.30, 8.86, -4.45, 0.000, 0.000, 0.000, 12:40:15.510
97, 6.64, 27.16, 10.96, 27.59, 0.000, 0.000, 0.000, 12:40:15.525
98, 8.06, 30.44, 4.53, -0.15, 0.000, 0.000, 0.000, 12:40:15.525
99, 12.75, -13.65, 6.94, -7.15, 0.000, 0.000, 0.000, 12:40:15.539
100, 3.75, 10.91, 11.87, 22.81, 0.000, 0.000, 0.000, 12:40:15.539
101, 7.60, 43.01, 11.52, 16.09, 0.000, 0.000, 0.000, 12:40:15.541
102, 11.81, -3.36, 4.08, -16.51, 0.000, 0.000, 0.000, 12:40:15.541
103, 7.69, -2.85, 8.84, 11.58, 0.000, 0.000, 0.000, 12:40:15.555
104, 1.66, 38.12, 7.65, 22.80, 0.000, 0.000, 0.000, 12:40:15.555
105, 13.54, 11.68, 8.97, -4.64, 0.000, 0.000, 0.000, 12:40:15.569
106, 15.78, -18.29, 9.44, -0.79, 0.000, 0.000, 0.000, 12:40:15.569
107, -1.74, 27.65, 9.52, 26.75, 0.000, 0.000, 0.000, 12:40:15.571
108, 7.43, 30.52, 9.37, -0.18, 0.000, 0.000, 0.000, 12:40:15.571
109, 12.12, -11.05, 6.15, -9.96, 0.000, 0.000, 0.000, 12:40:15.585
110, -2.20, 7.76, 8.10, 17.27, 0.000, 0.000, 0.000, 12:40:15.585
111, 2.80, 42.47, 10.07, 11.56, 0.000, 0.000, 0.000, 12:40:15.599
112, 12.77, -2.17, 8.92, -15.49, 0.000, 0.000, 0.000, 12:40:15.599
113, 5.37, -5.50, 10.98, 9.62, 0.000, 0.000, 0.000, 12:40:15.600
114, 0.73, 37.94, 7.99, 27.23, 0.000, 0.000, 0.000, 12:40:15.600
115, 13.81, 16.98, 7.55, -4.81, 0.000, 0.000, 0.000, 12:40:15.615
116, 11.57, -17.41, 7.18, -4.88, 0.000, 0.000, 0.000, 12:40:15.615
117, 1.00, 26.06, 11.02, 24.34, 0.000, 0.000, 0.000, 12:40:15.629
118, 10.43, 33.40, 11.40, 2.74, 0.000, 0.000, 0.000, 12:40:15.629
119, 14.95, -13.20, 5.28, -8.71, 0.000, 0.000, 0.000, 12:40:15.645
120, 3.52, 9.98, 8.32, 20.71, 0.000, 0.000, 0.000, 12:40:15.645
121, 1.32, 38.58, 10.30, 13.32, 0.000, 0.000, 0.000, 12:40:15.645
122, 17.88, -2.57, 4.73, -12.63, 0.000, 0.000, 0.000, 12:40:15.645
123, 11.18, -6.16, 6.45, 15.58, 0.000, 0.000, 0.000, 12:40:15.659
124, 6.31, 40.26, 12.62, 24.71, 0.000, 0.000, 0.000, 12:40:15.659
125, 10.80, 18.05, 4.48, -12.49, 0.000, 0.000, 0.000, 12:40:15.661
126, 10.88, -18.88, 4.18, 0.37, 0.000, 0.000, 0.000, 12:40:15.661
127, -1.32, 28.21, 14.04, 27.87, 0.000, 0.000, 0.000, 12:40:15.675
128, 7.78, 30.47, 5.73, 3.30, 0.000, 0.000, 0.000, 12:40:15.675
129, 15.59, -16.30, 4.72, -7.74, 0.000, 0.000, 0.000, 12:40:15.689
130, 5.38, 12.90, 9.79, 23.32, 0.000, 0.000, 0.000, 12:40:15.689
131, 4.75, 42.00, 6.93, 11.62, 0.000, 0.000, 0.000, 12:40:15.691
132, 12.41, -5.34, 5.12, -9.37, 0.000, 0.000, 0.000, 12:40:15.691
133, 9.72, -3.37, 5.52, 8.91, 0.000, 0.000, 0.000, 12:40:15.705
134, -0.11, 41.19, 8.80, 23.49, 0.000, 0.000, 0.000, 12:40:15.705
135, 11.78, 17.16, 7.50, -7.24, 0.000, 0.000, 0.000, 12:40:15.719
136, 13.67, -15.82, 8.84, -7.98, 0.000, 0.000, 0.000, 12:40:15.719
137, 0.76, 24.43, 10.87, 27.37, 0.000, 0.000, 0.000, 12:40:15.720
138, 5.51, 29.78, 7.30, -0.94, 0.000, 0.000, 0.000, 12:40:15.721
139, 14.18, -12.72, 2.04, -4.93, 0.000, 0.000, 0.000, 12:40:15.735
140, 0.16, 10.55, 5.72, 18.32, 0.000, 0.000, 0.000, 12:40:15.735
141, 2.76, 40.35, 7.51, 14.37, 0.000, 0.000, 0.000, 12:40:15.749
142, 10.54, -0.15, 3.81, -13.82, 0.000, 0.000, 0.000, 12:40:15.749
143, 7.78, -4.44, 7.92, 10.32, 0.000, 0.000, 0.000, 12:40:15.751
144, 0.59, 40.87, 12.73, 20.15, 0.000, 0.000, 0.000, 12:40:15.751
145, 9.01, 18.30, 8.89, -11.33, 0.000, 0.000, 0.000, 12:40:15.765
146, 11.72, -19.00, 7.72, -1.44, 0.000, 0.000, 0.000, 12:40:15.765
147, 0.56, 25.26, 9.02, 25.03, 0.000, 0.000, 0.000, 12:40:15.779
148, 5.99, 33.99, 7.41, 1.53, 0.000, 0.000, 0.000, 12:40:15.779
149, 12.79, -16.71, 0.11, -10.16, 0.000, 0.000, 0.000, 12:40:15.780
150, 3.42, 5.61, 8.12, 19.92, 0.000, 0.000, 0.000, 12:40:15.780
151, 2.65, 45.72, 13.48, 10.65, 0.000, 0.000, 0.000, 12:40:15.795
152, 10.56, -1.48, 2.68, -12.13, 0.000, 0.000, 0.000, 12:40:15.795
153, 7.58, -4.90, 4.54, 14.39, 0.000, 0.000, 0.000, 12:40:15.809
154, -0.63, 37.41, 11.08, 21.11, 0.000, 0.000, 0.000, 12:40:15.809
155, 11.30, 13.42, 5.27, -8.41, 0.000, 0.000, 0.000, 12:40:15.810
156, 11.39, -17.08, 11.57, 1.27, 0.000, 0.000, 0.000, 12:40:15.810
157, 0.93, 24.59, 8.72, 27.88, 0.000, 0.000, 0.000, 12:40:15.825
158, 8.14, 31.69, 2.73, 1.28, 0.000, 0.000, 0.000, 12:40:15.825
159, 11.12, -10.19, 2.41, -5.63, 0.000, 0.000, 0.000, 12:40:15.839
160, 5.10, 12.10, 9.92, 18.38, 0.000, 0.000, 0.000, 12:40:15.839
161, 6.79, 40.55, 10.19, 14.84, 0.000, 0.000, 0.000, 12:40:15.841
162, 15.53, -0.59, 5.64, -19.54, 0.000, 0.000, 0.000, 12:40:15.841
163, 4.15, -1.51, 9.84, 9.63, 0.000, 0.000, 0.000, 12:40:15.855
164, 2.90, 35.88, 7.84, 23.03, 0.000, 0.000, 0.000, 12:40:15.855
165, 13.21, 19.24, 7.22, -9.62, 0.000, 0.000, 0.000, 12:40:15.869
166, 13.00, -15.92, 13.79, 2.38, 0.000, 0.000, 0.000, 12:40:15.869
167, 0.95, 27.45, 11.40, 24.34, 0.000, 0.000, 0.000, 12:40:15.871
168, 5.99, 29.11, 5.93, -1.49, 0.000, 0.000, 0.000, 12:40:15.871
169, 12.62, -13.96, 5.87, -10.65, 0.000, 0.000, 0.000, 12:40:15.885
170, 4.50, 6.35, 7.50, 16.33, 0.000, 0.000, 0.000, 12:40:15.885
171, 5.31, 38.41, 8.81, 17.90, 0.000, 0.000, 0.000, 12:40:15.899
172, 15.52, -2.71, 7.06, -14.56, 0.000, 0.000, 0.000, 12:40:15.899
173, 7.45, -2.98, 10.33, 13.47, 0.000, 0.000, 0.000, 12:40:15.901
174, -0.78, 39.93, 5.18, 21.08, 0.000, 0.000, 0.000, 12:40:15.901
175, 12.21, 15.42, 9.14, -9.57, 0.000, 0.000, 0.000, 12:40:15.915
176, 11.73, -15.70, 6.80, 0.54, 0.000, 0.000, 0.000, 12:40:15.916
177, 1.54, 28.80, 9.92, 24.60, 0.000, 0.000, 0.000, 12:40:15.929
178, 9.74, 30.78, 9.85, 2.06, 0.000, 0.000, 0.000, 12:40:15.929
179, 14.70, -10.50, 4.51, -7.74, 0.000, 0.000, 0.000, 12:40:15.931
180, 2.59, 12.79, 10.63, 17.71, 0.000, 0.000, 0.000, 12:40:15.931
181, 6.43, 42.23, 8.95, 13.04, 0.000, 0.000, 0.000, 12:40:15.945
182, 14.87, -4.15, 8.87, -14.85, 0.000, 0.000, 0.000, 12:40:15.945
183, 10.28, -2.35, 7.61, 8.49, 0.000, 0.000, 0.000, 12:40:15.959
184, 1.80, 40.00, 7.52, 21.45, 0.000, 0.000, 0.000, 12:40:15.959
185, 8.48, 12.73, -0.52, -7.12, 0.000, 0.000, 0.000, 12:40:15.961
186, 14.54, -18.23, 7.64, 2.45, 0.000, 0.000, 0.000, 12:40:15.961
187, 0.55, 24.14, 12.00, 24.11, 0.000, 0.000, 0.000, 12:40:15.975
188, 4.62, 33.03, 8.96, -2.72, 0.000, 0.000, 0.000, 12:40:15.975
189, 15.07, -10.84, 8.82, -11.34, 0.000, 0.000, 0.000, 12:40:15.989
190, 5.35, 10.85, 13.56, 22.73, 0.000, 0.000, 0.000, 12:40:15.989
191, 1.44, 45.35, 9.80, 16.15, 0.000, 0.000, 0.000, 12:40:15.991
192, 13.76, -4.83, 5.56, -16.59, 0.000, 0.000, 0.000, 12:40:15.991
193, 10.45, -5.29, 9.35, 6.81, 0.000, 0.000, 0.000, 12:40:16.005
194, -2.52, 40.75, 9.27, 16.23, 0.000, 0.000, 0.000, 12:40:16.005
195, 9.28, 18.47, 9.32, -11.31, 0.000, 0.000, 0.000, 12:40:16.019
196, 12.99, -14.54, 10.48, 1.25, 0.000, 0.000, 0.000, 12:40:16.019
197, 0.98, 32.07, 12.26, 28.71, 0.000, 0.000, 0.000, 12:40:16.021
198, 9.13, 35.24, 9.07, 0.93, 0.000, 0.000, 0.000, 12:40:16.021
199, 12.03, -13.05, 2.62, -11.07, 0.000, 0.000, 0.000, 12:40:16.034
200, -0.08, 8.01, 8.62, 22.18, 0.000, 0.000, 0.000, 12:40:16.034
