id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
102, 1.77, 39.73, 7.35, 17.99, 0.000, 0.000, 0.000, 12:40:17.551
103, 12.41, 8.12, 9.88, -12.97, 0.000, 0.000, 0.000, 12:40:17.565
104, 8.17, -17.64, 5.07, -0.70, 0.000, 0.000, 0.000, 12:40:17.565
105, 3.53, 32.39, 9.17, 25.64, 0.000, 0.000, 0.000, 12:40:17.579
106, 8.55, 27.06, 7.98, 2.75, 0.000, 0.000, 0.000, 12:40:17.579
107, 14.18, -17.64, 8.17, -5.30, 0.000, 0.000, 0.000, 12:40:17.580
108, 5.42, 13.85, 11.09, 20.67, 0.000, 0.000, 0.000, 12:40:17.580
109, 4.73, 40.91, 10.72, 8.45, 0.000, 0.000, 0.000, 12:40:17.595
110, 11.18, -6.88, 5.20, -15.65, 0.000, 0.000, 0.000, 12:40:17.595
111, 8.85, -1.64, 6.22, 17.19, 0.000, 0.000, 0.000, 12:40:17.609
112, 4.67, 40.78, 6.94, 20.18, 0.000, 0.000, 0.000, 12:40:17.609
113, 11.50, 13.13, 8.48, -9.88, 0.000, 0.000, 0.000, 12:40:17.610
114, 14.07, -17.92, 9.08, 3.97, 0.000, 0.000, 0.000, 12:40:17.610
115, -0.82, 30.75, 7.02, 28.06, 0.000, 0.000, 0.000, 12:40:17.626
116, 8.22, 25.97, 7.10, -1.26, 0.000, 0.000, 0.000, 12:40:17.626
117, 11.88, -14.75, 12.62, -4.49, 0.000, 0.000, 0.000, 12:40:17.639
118, 2.76, 13.20, 10.51, 25.57, 0.000, 0.000, 0.000, 12:40:17.639
119, 1.48, 39.65, 5.81, 10.55, 0.000, 0.000, 0.000, 12:40:17.641
120, 16.33, -4.24, 7.13, -13.96, 0.000, 0.000, 0.000, 12:40:17.641
121, 6.85, -0.50, 10.83, 17.02, 0.000, 0.000, 0.000, 12:40:17.655
122, -0.96, 39.36, 8.56, 16.86, 0.000, 0.000, 0.000, 12:40:17.655
123, 11.38, 5.13, 9.28, -13.92, 0.000, 0.000, 0.000, 12:40:17.669
124, 11.31, -14.22, 6.51, 5.99, 0.000, 0.000, 0.000, 12:40:17.669
125, -0.09, 29.30, 9.84, 26.04, 0.000, 0.000, 0.000, 12:40:17.671
126, 12.31, 26.51, 6.32, -5.51, 0.000, 0.000, 0.000, 12:40:17.671
127, 15.31, -12.98, 10.68, -9.14, 0.000, 0.000, 0.000, 12:40:17.685
128, 1.11, 16.84, 8.61, 20.25, 0.000, 0.000, 0.000, 12:40:17.685
129, 3.43, 42.49, 10.70, 13.85, 0.000, 0.000, 0.000, 12:40:17.699
130, 13.83, -6.66, 3.70, -17.37, 0.000, 0.000, 0.000, 12:40:17.699
131, 6.41, -0.01, 4.44, 11.31, 0.000, 0.000, 0.000, 12:40:17.701
132, -0.33, 43.19, 6.86, 19.11, 0.000, 0.000, 0.000, 12:40:17.701
133, 9.76, 10.37, 10.04, -9.37, 0.000, 0.000, 0.000, 12:40:17.715
134, 8.86, -13.30, 5.20, 1.13, 0.000, 0.000, 0.000, 12:40:17.715
135, -0.63, 35.16, 8.38, 28.13, 0.000, 0.000, 0.000, 12:40:17.729
136, 9.71, 23.52, 10.80, -3.39, 0.000, 0.000, 0.000, 12:40:17.729
137, 14.66, -16.80, 2.78, -8.10, 0.000, 0.000, 0.000, 12:40:17.731
138, 2.01, 15.45, 11.67, 23.33, 0.000, 0.000, 0.000, 12:40:17.731
139, 1.15, 39.87, 12.12, 9.03, 0.000, 0.000, 0.000, 12:40:17.745
140, 11.08, -7.14, 8.61, -15.53, 0.000, 0.000, 0.000, 12:40:17.745
141, 7.08, 1.77, 8.35, 16.36, 0.000, 0.000, 0.000, 12:40:17.759
142, 4.39, 39.16, 13.46, 20.88, 0.000, 0.000, 0.000, 12:40:17.759
143, 12.68, 7.61, 6.84, -12.92, 0.000, 0.000, 0.000, 12:40:17.761
144, 11.18, -11.44, 11.33, 4.30, 0.000, 0.000, 0.000, 12:40:17.761
145, -0.26, 34.36, 14.74, 25.78, 0.000, 0.000, 0.000, 12:40:17.777
146, 7.38, 24.27, 5.59, -4.56, 0.000, 0.000, 0.000, 12:40:17.777
147, 15.14, -16.00, 7.43, -9.92, 0.000, 0.000, 0.000, 12:40:17.789
148, 4.14, 16.17, 13.10, 23.07, 0.000, 0.000, 0.000, 12:40:17.789
149, 7.02, 31.50, 9.11, 9.92, 0.000, 0.000, 0.000, 12:40:17.791
150, 14.07, -12.23, 8.74, -12.28, 0.000, 0.000, 0.000, 12:40:17.791
151, 1.92, -2.26, 10.81, 20.42, 0.000, 0.000, 0.000, 12:40:17.805
152, 3.05, 41.86, 7.88, 21.80, 0.000, 0.000, 0.000, 12:40:17.805
153, 9.25, 11.94, 5.39, -11.15, 0.000, 0.000, 0.000, 12:40:17.819
154, 10.68, -11.73, 9.36, 4.72, 0.000, 0.000, 0.000, 12:40:17.819
155, -3.17, 36.48, 12.07, 28.62, 0.000, 0.000, 0.000, 12:40:17.821
156, 8.13, 28.14, 6.15, -6.77, 0.000, 0.000, 0.000, 12:40:17.821
157, 9.93, -15.00, 6.50, -3.37, 0.000, 0.000, 0.000, 12:40:17.835
158, 0.94, 14.46, 4.39, 25.03, 0.000, 0.000, 0.000, 12:40:17.835
159, 7.95, 41.01, 6.30, 11.74, 0.000, 0.000, 0.000, 12:40:17.849
160, 12.53, -7.16, 6.42, -11.80, 0.000, 0.000, 0.000, 12:40:17.849
161, 4.90, 2.74, 11.47, 15.45, 0.000, 0.000, 0.000, 12:40:17.851
162, -0.40, 43.79, 13.75, 19.37, 0.000, 0.000, 0.000, 12:40:17.851
163, 15.06, 6.50, 5.83, -9.25, 0.000, 0.000, 0.000, 12:40:17.866
164, 6.98, -13.80, 9.83, -0.64, 0.000, 0.000, 0.000, 12:40:17.866
165, 1.21, 36.92, 10.88, 24.14, 0.000, 0.000, 0.000, 12:40:17.879
166, 7.94, 25.92, 8.22, -4.62, 0.000, 0.000, 0.000, 12:40:17.879
167, 10.32, -12.93, 3.50, -5.75, 0.000, 0.000, 0.000, 12:40:17.880
168, 3.06, 16.10, 8.43, 25.84, 0.000, 0.000, 0.000, 12:40:17.880
169, 2.34, 39.50, 7.15, 9.57, 0.000, 0.000, 0.000, 12:40:17.895
170, 14.42, -7.23, 4.71, -15.70, 0.000, 0.000, 0.000, 12:40:17.895
171, 9.36, 0.08, 12.15, 18.12, 0.000, 0.000, 0.000, 12:40:17.909
172, 4.41, 38.90, 2.73, 21.10, 0.000, 0.000, 0.000, 12:40:17.909
173, 13.38, 10.02, 4.04, -11.13, 0.000, 0.000, 0.000, 12:40:17.910
174, 10.38, -12.68, 13.79, -0.71, 0.000, 0.000, 0.000, 12:40:17.910
175, 3.75, 31.41, 11.56, 25.76, 0.000, 0.000, 0.000, 12:40:17.925
176, 12.79, 26.05, 3.94, -4.95, 0.000, 0.000, 0.000, 12:40:17.925
177, 19.00, -17.22, 7.32, -7.01, 0.000, 0.000, 0.000, 12:40:17.939
178, 3.11, 14.70, 8.05, 23.54, 0.000, 0.000, 0.000, 12:40:17.939
179, 4.51, 41.76, 7.27, 9.61, 0.000, 0.000, 0.000, 12:40:17.941
180, 12.92, -6.93, 5.69, -11.36, 0.000, 0.000, 0.000, 12:40:17.941
181, 5.99, 2.32, 8.12, 16.62, 0.000, 0.000, 0.000, 12:40:17.955
182, 4.85, 42.02, 10.38, 16.67, 0.000, 0.000, 0.000, 12:40:17.955
183, 12.82, 11.46, 11.21, -11.74, 0.000, 0.000, 0.000, 12:40:17.969
184, 11.61, -8.07, 6.63, 6.13, 0.000, 0.000, 0.000, 12:40:17.969
185, 0.57, 34.61, 9.75, 30.74, 0.000, 0.000, 0.000, 12:40:17.971
186, 7.20, 26.62, 9.33, -1.76, 0.000, 0.000, 0.000, 12:40:17.971
187, 13.80, -22.27, 8.49, -9.10, 0.000, 0.000, 0.000, 12:40:17.985
188, 7.03, 14.05, 4.63, 24.86, 0.000, 0.000, 0.000, 12:40:17.985
189, 3.86, 38.42, 9.48, 8.25, 0.000, 0.000, 0.000, 12:40:17.999
190, 12.95, -4.55, 8.15, -14.35, 0.000, 0.000, 0.000, 12:40:17.999
191, 3.43, 0.62, 8.13, 15.89, 0.000, 0.000, 0.000, 12:40:18.001
192, 2.04, 41.31, 8.89, 21.06, 0.000, 0.000, 0.000, 12:40:18.001
193, 13.82, 10.57, 7.43, -15.92, 0.000, 0.000, 0.000, 12:40:18.015
194, 9.70, -18.49, 6.44, 0.59, 0.000, 0.000, 0.000, 12:40:18.015
195, 2.46, 34.05, 16.44, 25.92, 0.000, 0.000, 0.000, 12:40:18.029
196, 8.94, 23.52, 6.16, -3.57, 0.000, 0.000, 0.000, 12:40:18.029
197, 12.54, -19.68, 5.98, -11.63, 0.000, 0.000, 0.000, 12:40:18.031
198, 2.23, 17.33, 9.59, 22.23, 0.000, 0.000, 0.000, 12:40:18.031
199, 4.45, 38.69, 8.65, 14.27, 0.000, 0.000, 0.000, 12:40:18.044
200, 10.74, -7.18, 3.29, -10.95, 0.000, 0.000, 0.000, 12:40:18.044
0, 7.21, -3.01, 14.73, 16.21, 0.000, 0.000, 0.000, 12:40:18.046
1, 3.78, 39.37, 6.30, 15.56, 0.000, 0.000, 0.000, 12:40:18.060
2, 15.91, 5.25, 4.70, -13.79, 0.000, 0.000, 0.000, 12:40:18.060
3, 6.76, -13.23, 3.19, 4.47, 0.000, 0.000, 0.000, 12:40:18.074
4, -2.26, 31.82, 16.28, 26.09, 0.000, 0.000, 0.000, 12:40:18.074
5, 8.14, 24.08, 5.58, -4.23, 0.000, 0.000, 0.000, 12:40:18.076
6, 13.16, -15.36, 6.48, -7.17, 0.000, 0.000, 0.000, 12:40:18.076
7, -1.27, 15.49, 8.30, 21.97, 0.000, 0.000, 0.000, 12:40:18.090
8, 3.46, 39.79, 7.79, 8.23, 0.000, 0.000, 0.000, 12:40:18.090
9, 17.60, -5.81, 9.46, -17.95, 0.000, 0.000, 0.000, 12:40:18.104
10, 4.08, 3.51, 10.20, 18.20, 0.000, 0.000, 0.000, 12:40:18.104
11, 2.89, 39.62, 9.03, 20.71, 0.000, 0.000, 0.000, 12:40:18.106
12, 15.53, 9.12, 8.98, -10.34, 0.000, 0.000, 0.000, 12:40:18.106
13, 12.15, -10.86, 8.57, -0.53, 0.000, 0.000, 0.000, 12:40:18.120
14, 0.38, 36.15, 8.89, 20.59, 0.000, 0.000, 0.000, 12:40:18.120
15, 8.05, 22.67, 7.49, -1.81, 0.000, 0.000, 0.000, 12:40:18.134
16, 15.14, -15.02, 4.94, -4.58, 0.000, 0.000, 0.000, 12:40:18.134
17, -1.03, 17.26, 8.64, 25.39, 0.000, 0.000, 0.000, 12:40:18.135
18, 5.48, 39.38, 9.18, 10.34, 0.000, 0.000, 0.000, 12:40:18.135
19, 15.14, -6.95, 10.15, -11.11, 0.000, 0.000, 0.000, 12:40:18.150
20, 4.07, 4.26, 7.17, 14.43, 0.000, 0.000, 0.000, 12:40:18.150
21, 4.66, 43.45, 11.75, 22.96, 0.000, 0.000, 0.000, 12:40:18.164
22, 14.04, 9.68, 7.60, -7.42, 0.000, 0.000, 0.000, 12:40:18.164
23, 7.70, -12.55, 6.86, 4.17, 0.000, 0.000, 0.000, 12:40:18.166
24, 0.71, 33.63, 11.12, 24.54, 0.000, 0.000, 0.000, 12:40:18.166
25, 9.87, 25.28, 8.50, -0.05, 0.000, 0.000, 0.000, 12:40:18.180
26, 12.23, -14.94, 4.20, -10.47, 0.000, 0.000, 0.000, 12:40:18.180
27, 5.46, 20.35, 9.10, 25.47, 0.000, 0.000, 0.000, 12:40:18.194
28, 10.13, 38.91, 10.20, 10.62, 0.000, 0.000, 0.000, 12:40:18.194
29, 13.69, -6.43, 8.04, -15.19, 0.000, 0.000, 0.000, 12:40:18.196
30, 9.34, 4.33, 6.54, 15.47, 0.000, 0.000, 0.000, 12:40:18.196
31, 2.77, 40.48, 9.91, 22.51, 0.000, 0.000, 0.000, 12:40:18.210
32, 8.19, 5.89, 6.87, -10.13, 0.000, 0.000, 0.000, 12:40:18.210
33, 8.50, -12.04, 10.24, 5.06, 0.000, 0.000, 0.000, 12:40:18.224
34, 4.00, 35.70, 10.87, 26.31, 0.000, 0.000, 0.000, 12:40:18.224
35, 4.05, 20.98, 2.55, -1.90, 0.000, 0.000, 0.000, 12:40:18.226
36, 11.00, -12.90, 6.87, -8.49, 0.000, 0.000, 0.000, 12:40:18.226
37, 0.93, 18.55, 11.14, 20.70, 0.000, 0.000, 0.000, 12:40:18.240
38, 3.75, 38.43, 6.54, 7.96, 0.000, 0.000, 0.000, 12:40:18.240
39, 14.73, -6.17, 9.07, -17.13, 0.000, 0.000, 0.000, 12:40:18.254
40, 5.21, -2.40, 7.87, 15.33, 0.000, 0.000, 0.000, 12:40:18.254
41, 0.19, 39.28, 8.55, 21.58, 0.000, 0.000, 0.000, 12:40:18.256
42, 8.69, 8.19, 1.94, -8.58, 0.000, 0.000, 0.000, 12:40:18.256
43, 12.14, -12.96, 8.16, 2.89, 0.000, 0.000, 0.000, 12:40:18.270
44, -0.32, 31.53, 9.34, 23.63, 0.000, 0.000, 0.000, 12:40:18.270
45, 13.99, 26.56, 9.73, -3.41, 0.000, 0.000, 0.000, 12:40:18.284
46, 14.13, -16.74, 6.43, -7.81, 0.000, 0.000, 0.000, 12:40:18.284
47, 1.32, 17.87, 9.51, 23.38, 0.000, 0.000, 0.000, 12:40:18.286
48, 6.02, 34.67, 10.30, 10.50, 0.000, 0.000, 0.000, 12:40:18.286
49, 16.16, -7.67, 6.51, -10.01, 0.000, 0.000, 0.000, 12:40:18.300
50, 2.97, 0.03, 4.10, 15.28, 0.000, 0.000, 0.000, 12:40:18.300
51, 4.56, 36.68, 10.44, 20.08, 0.000, 0.000, 0.000, 12:40:18.314
52, 10.98, 7.22, 8.14, -15.57, 0.000, 0.000, 0.000, 12:40:18.314
53, 7.99, -11.55, 7.80, 0.15, 0.000, 0.000, 0.000, 12:40:18.316
54, 4.76, 29.23, 10.24, 26.27, 0.000, 0.000, 0.000, 12:40:18.316
55, 5.61, 25.29, 6.59, -6.42, 0.000, 0.000, 0.000, 12:40:18.330
56, 10.62, -17.01, 6.33, -7.98, 0.000, 0.000, 0.000, 12:40:18.330
57, 1.21, 15.50, 7.34, 21.52, 0.000, 0.000, 0.000, 12:40:18.344
58, 1.72, 38.96, 5.64, 7.18, 0.000, 0.000, 0.000, 12:40:18.344
59, 12.12, -8.54, 5.70, -17.11, 0.000, 0.000, 0.000, 12:40:18.346
60, 8.09, -1.12, 9.68, 17.23, 0.000, 0.000, 0.000, 12:40:18.346
61, -1.72, 38.67, 12.20, 21.89, 0.000, 0.000, 0.000, 12:40:18.360
62, 10.89, 5.28, 2.90, -13.58, 0.000, 0.000, 0.000, 12:40:18.360
63, 10.60, -13.97, 5.51, 2.77, 0.000, 0.000, 0.000, 12:40:18.374
64, 6.68, 35.21, 11.19, 27.56, 0.000, 0.000, 0.000, 12:40:18.374
65, 5.24, 22.76, 8.34, -8.68, 0.000, 0.000, 0.000, 12:40:18.376
66, 13.97, -19.93, 8.28, -8.31, 0.000, 0.000, 0.000, 12:40:18.376
67, 2.64, 17.50, 11.54, 25.32, 0.000, 0.000, 0.000, 12:40:18.390
68, 3.78, 40.25, 4.68, 9.97, 0.000, 0.000, 0.000, 12:40:18.390
69, 17.05, -7.14, 5.02, -8.31, 0.000, 0.000, 0.000, 12:40:18.404
70, 0.31, 0.39, 7.75, 17.06, 0.000, 0.000, 0.000, 12:40:18.404
71, 3.58, 39.11, 11.11, 19.54, 0.000, 0.000, 0.000, 12:40:18.406
72, 14.65, 6.81, 8.13, -10.32, 0.000, 0.000, 0.000, 12:40:18.406
73, 13.09, -11.72, 9.50, 6.09, 0.000, 0.000, 0.000, 12:40:18.420
74, 0.27, 30.93, 9.90, 23.87, 0.000, 0.000, 0.000, 12:40:18.420
75, 9.14, 26.42, 8.83, -3.44, 0.000, 0.000, 0.000, 12:40:18.434
76, 12.50, -14.10, 7.79, -4.19, 0.000, 0.000, 0.000, 12:40:18.434
77, 2.15, 14.77, 9.23, 23.54, 0.000, 0.000, 0.000, 12:40:18.436
78, 8.05, 35.07, 9.93, 9.37, 0.000, 0.000, 0.000, 12:40:18.436
79, 12.77, -12.21, 7.69, -12.43, 0.000, 0.000, 0.000, 12:40:18.450
80, 4.98, -4.45, 8.20, 16.57, 0.000, 0.000, 0.000, 12:40:18.450
81, 3.98, 38.26, 8.53, 20.65, 0.000, 0.000, 0.000, 12:40:18.464
82, 16.49, 4.92, 9.09, -11.64, 0.000, 0.000, 0.000, 12:40:18.464
83, 8.07, -15.59, 5.61, 2.56, 0.000, 0.000, 0.000, 12:40:18.466
84, 3.48, 32.79, 8.91, 27.05, 0.000, 0.000, 0.000, 12:40:18.466
85, 7.70, 24.23, 3.09, -3.05, 0.000, 0.000, 0.000, 12:40:18.480
86, 14.96, -16.75, 5.31, -6.15, 0.000, 0.000, 0.000, 12:40:18.480
87, 3.93, 20.18, 11.52, 26.03, 0.000, 0.000, 0.000, 12:40:18.494
88, 5.75, 38.87, 11.60, 12.09, 0.000, 0.000, 0.000, 12:40:18.494
89, 14.06, -12.11, 7.56, -14.16, 0.000, 0.000, 0.000, 12:40:18.495
90, 5.33, 4.36, 10.03, 18.55, 0.000, 0.000, 0.000, 12:40:18.495
91, 1.42, 40.34, 10.09, 19.43, 0.000, 0.000, 0.000, 12:40:18.510
92, 11.39, 4.22, 3.78, -15.02, 0.000, 0.000, 0.000, 12:40:18.510
93, 6.48, -9.44, 8.35, 6.17, 0.000, 0.000, 0.000, 12:40:18.524
94, 3.17, 35.40, 11.13, 29.87, 0.000, 0.000, 0.000, 12:40:18.524
95, 8.60, 23.21, 9.52, -5.20, 0.000, 0.000, 0.000, 12:40:18.526
96, 15.49, -15.54, 8.45, -4.67, 0.000, 0.000, 0.000, 12:40:18.526
97, -0.24, 19.48, 11.39, 18.03, 0.000, 0.000, 0.000, 12:40:18.540
98, 4.92, 36.12, 4.58, 3.96, 0.000, 0.000, 0.000, 12:40:18.540
99, 11.88, -6.39, 9.01, -17.53, 0.000, 0.000, 0.000, 12:40:18.554
100, 5.62, 3.42, 10.67, 17.49, 0.000, 0.000, 0.000, 12:40:18.554
101, 0.18, 42.96, 9.86, 10.81, 0.000, 0.000, 0.000, 12:40:18.556
102, 10.77, 14.53, 6.79, -9.18, 0.000, 0.000, 0.000, 12:40:18.556
103, 16.53, -13.32, 4.56, 5.97, 0.000, 0.000, 0.000, 12:40:18.570
104, -1.40, 34.04, 10.27, 23.89, 0.000, 0.000, 0.000, 12:40:18.570
105, 7.36, 23.64, 8.00, -9.42, 0.000, 0.000, 0.000, 12:40:18.584
106, 13.63, -13.67, 11.67, -3.29, 0.000, 0.000, 0.000, 12:40:18.584
107, 2.24, 15.46, 8.00, 24.09, 0.000, 0.000, 0.000, 12:40:18.586
108, 2.89, 40.71, 10.67, 3.49, 0.000, 0.000, 0.000, 12:40:18.586
109, 15.72, -7.05, 8.56, -14.73, 0.000, 0.000, 0.000, 12:40:18.600
110, 6.33, -0.51, 7.04, 16.85, 0.000, 0.000, 0.000, 12:40:18.600
111, 0.75, 44.89, 10.16, 17.00, 0.000, 0.000, 0.000, 12:40:18.614
112, 13.50, 4.73, 10.40, -11.09, 0.000, 0.000, 0.000, 12:40:18.614
113, 7.40, -8.71, 7.06, -1.47, 0.000, 0.000, 0.000, 12:40:18.616
114, 4.38, 39.36, 10.13, 24.85, 0.000, 0.000, 0.000, 12:40:18.616
115, 9.09, 24.10, 5.97, -2.68, 0.000, 0.000, 0.000, 12:40:18.631
116, 12.90, -17.90, 6.99, -11.66, 0.000, 0.000, 0.000, 12:40:18.631
117, 2.25, 18.36, 11.21, 19.47, 0.000, 0.000, 0.000, 12:40:18.644
118, 4.39, 39.71, 8.46, 5.62, 0.000, 0.000, 0.000, 12:40:18.644
119, 10.54, -8.00, 2.02, -10.25, 0.000, 0.000, 0.000, 12:40:18.646
120, 9.00, 2.67, 6.29, 16.25, 0.000, 0.000, 0.000, 12:40:18.646
121, 4.98, 44.02, 8.43, 20.13, 0.000, 0.000, 0.000, 12:40:18.660
122, 11.93, 4.02, 3.46, -15.26, 0.000, 0.000, 0.000, 12:40:18.661
123, 9.51, -11.42, 4.96, 2.67, 0.000, 0.000, 0.000, 12:40:18.674
124, 0.67, 33.27, 8.90, 28.45, 0.000, 0.000, 0.000, 12:40:18.674
125, 8.12, 24.12, 9.83, -4.67, 0.000, 0.000, 0.000, 12:40:18.676
126, 15.81, -15.68, 8.54, -5.76, 0.000, 0.000, 0.000, 12:40:18.676
127, -0.14, 16.90, 14.87, 23.76, 0.000, 0.000, 0.000, 12:40:18.699
128, 2.72, 36.64, 7.10, 8.17, 0.000, 0.000, 0.000, 12:40:18.699
129, 13.70, -10.33, 7.71, -11.25, 0.000, 0.000, 0.000, 12:40:18.704
130, 8.71, 1.71, 7.91, 13.05, 0.000, 0.000, 0.000, 12:40:18.704
131, 0.74, 39.54, 13.05, 14.18, 0.000, 0.000, 0.000, 12:40:18.706
132, 14.25, 7.18, 9.39, -10.91, 0.000, 0.000, 0.000, 12:40:18.706
133, 6.13, -11.58, 8.76, 5.07, 0.000, 0.000, 0.000, 12:40:18.731
134, 0.03, 33.96, 6.10, 26.62, 0.000, 0.000, 0.000, 12:40:18.731
135, 10.48, 24.93, 3.02, -4.34, 0.000, 0.000, 0.000, 12:40:18.734
136, 14.57, -16.84, 7.36, -4.92, 0.000, 0.000, 0.000, 12:40:18.734
137, 0.14, 20.62, 11.94, 19.52, 0.000, 0.000, 0.000, 12:40:18.736
138, 6.77, 39.46, 10.49, 6.01, 0.000, 0.000, 0.000, 12:40:18.736
139, 15.48, -5.92, 6.63, -11.61, 0.000, 0.000, 0.000, 12:40:18.750
140, 3.81, 1.47, 7.54, 15.80, 0.000, 0.000, 0.000, 12:40:18.750
141, 1.74, 40.10, 11.78, 17.15, 0.000, 0.000, 0.000, 12:40:18.764
142, 7.80, 6.65, 6.79, -12.85, 0.000, 0.000, 0.000, 12:40:18.764
143, 9.68, -9.44, 7.30, 4.56, 0.000, 0.000, 0.000, 12:40:18.766
144, 1.94, 35.07, 12.04, 23.89, 0.000, 0.000, 0.000, 12:40:18.766
145, 8.50, 25.39, 6.67, -5.13, 0.000, 0.000, 0.000, 12:40:18.780
146, 10.34, -18.17, 7.57, -8.63, 0.000, 0.000, 0.000, 12:40:18.780
147, 5.18, 19.83, 11.95, 22.77, 0.000, 0.000, 0.000, 12:40:18.794
148, 6.34, 38.03, 11.92, 11.00, 0.000, 0.000, 0.000, 12:40:18.794
149, 13.10, -10.60, 6.33, -15.46, 0.000, 0.000, 0.000, 12:40:18.795
150, 6.48, 1.67, 13.39, 18.16, 0.000, 0.000, 0.000, 12:40:18.795
151, 1.27, 38.72, 11.93, 16.24, 0.000, 0.000, 0.000, 12:40:18.810
152, 13.54, 4.30, 6.10, -15.73, 0.000, 0.000, 0.000, 12:40:18.810
153, 10.83, -9.14, 7.78, 4.55, 0.000, 0.000, 0.000, 12:40:18.824
154, 0.14, 35.13, 10.10, 26.31, 0.000, 0.000, 0.000, 12:40:18.824
155, 10.06, 21.46, 7.51, -3.76, 0.000, 0.000, 0.000, 12:40:18.825
156, 11.25, -17.27, 4.27, -6.87, 0.000, 0.000, 0.000, 12:40:18.825
157, 0.96, 19.41, 12.12, 25.28, 0.000, 0.000, 0.000, 12:40:18.840
158, 0.63, 36.94, 7.16, 8.25, 0.000, 0.000, 0.000, 12:40:18.840
159, 18.17, -5.45, 7.20, -11.05, 0.000, 0.000, 0.000, 12:40:18.854
160, 3.54, 2.68, 11.23, 16.38, 0.000, 0.000, 0.000, 12:40:18.854
161, 6.55, 39.42, 7.88, 13.53, 0.000, 0.000, 0.000, 12:40:18.856
162, 13.25, 4.09, 11.60, -13.34, 0.000, 0.000, 0.000, 12:40:18.856
163, 10.44, -12.41, 8.59, 5.77, 0.000, 0.000, 0.000, 12:40:18.870
164, 0.55, 34.02, 6.75, 20.59, 0.000, 0.000, 0.000, 12:40:18.870
165, 11.91, 24.48, 9.80, -5.50, 0.000, 0.000, 0.000, 12:40:18.884
166, 11.86, -19.46, 5.66, -5.10, 0.000, 0.000, 0.000, 12:40:18.885
167, 1.05, 15.10, 8.13, 25.03, 0.000, 0.000, 0.000, 12:40:18.886
168, 2.97, 41.97, 10.20, 9.14, 0.000, 0.000, 0.000, 12:40:18.886
169, 13.52, -8.97, 9.97, -10.57, 0.000, 0.000, 0.000, 12:40:18.900
170, 5.90, 7.89, 5.05, 11.60, 0.000, 0.000, 0.000, 12:40:18.924
171, 5.92, 42.77, 11.10, 20.95, 0.000, 0.000, 0.000, 12:40:18.924
172, 17.02, 8.23, 6.11, -10.89, 0.000, 0.000, 0.000, 12:40:18.924
173, 11.57, -10.65, 9.07, 6.71, 0.000, 0.000, 0.000, 12:40:18.924
174, 4.00, 36.72, 10.05, 25.34, 0.000, 0.000, 0.000, 12:40:18.924
175, 5.36, 23.47, 4.30, -4.56, 0.000, 0.000, 0.000, 12:40:18.930
176, 8.58, -17.48, 5.86, -6.07, 0.000, 0.000, 0.000, 12:40:18.930
177, 0.12, 20.34, 13.43, 21.81, 0.000, 0.000, 0.000, 12:40:18.944
178, 3.27, 38.16, 10.82, 7.61, 0.000, 0.000, 0.000, 12:40:18.944
179, 14.92, -6.60, 4.14, -12.97, 0.000, 0.000, 0.000, 12:40:18.946
180, 5.96, -1.48, 6.48, 18.46, 0.000, 0.000, 0.000, 12:40:18.946
181, -1.09, 43.84, 14.13, 19.51, 0.000, 0.000, 0.000, 12:40:18.960
182, 14.53, 4.22, 5.06, -11.64, 0.000, 0.000, 0.000, 12:40:18.960
183, 11.00, -8.13, 10.05, 8.35, 0.000, 0.000, 0.000, 12:40:18.974
184, 0.79, 34.35, 9.47, 27.73, 0.000, 0.000, 0.000, 12:40:18.974
185, 9.29, 21.56, 0.92, -7.41, 0.000, 0.000, 0.000, 12:40:18.976
186, 14.30, -16.21, 7.94, -0.32, 0.000, 0.000, 0.000, 12:40:18.976
187, 4.22, 21.06, 5.79, 23.61, 0.000, 0.000, 0.000, 12:40:18.990
188, 4.69, 36.91, 4.12, 6.31, 0.000, 0.000, 0.000, 12:40:18.990
189, 16.46, -7.21, 6.71, -12.69, 0.000, 0.000, 0.000, 12:40:19.004
190, 7.19, 3.33, 8.60, 17.41, 0.000, 0.000, 0.000, 12:40:19.004
191, 6.10, 40.41, 7.89, 19.67, 0.000, 0.000, 0.000, 12:40:19.006
192, 14.66, 6.80, 4.64, -11.13, 0.000, 0.000, 0.000, 12:40:19.006
193, 8.45, -9.41, 2.55, 7.97, 0.000, 0.000, 0.000, 12:40:19.020
194, -1.17, 32.37, 11.76, 21.53, 0.000, 0.000, 0.000, 12:40:19.020
195, 11.24, 23.44, 8.12, -4.04, 0.000, 0.000, 0.000, 12:40:19.034
196, 11.06, -16.19, 9.24, -4.70, 0.000, 0.000, 0.000, 12:40:19.034
197, 1.30, 21.97, 10.00, 23.90, 0.000, 0.000, 0.000, 12:40:19.036
198, 8.09, 38.71, 4.58, 8.31, 0.000, 0.000, 0.000, 12:40:19.036
199, 16.10, -9.48, 6.48, -16.34, 0.000, 0.000, 0.000, 12:40:19.049
200, 8.01, 1.35, 7.36, 17.67, 0.000, 0.000, 0.000, 12:40:19.050
0, 8.24, 38.74, 10.71, 13.55, 0.000, 0.000, 0.000, 12:40:19.051
1, 12.87, 7.60, 6.86, -12.84, 0.000, 0.000, 0.000, 12:40:19.065
2, 9.70, -9.32, 8.75, 9.11, 0.000, 0.000, 0.000, 12:40:19.065
